sentence,Label
কত্তার বাচ্চা,1
ভাই শালাদের জুতা মার,1
এই সব নাস্তিক পুরুষ মহিলা বাংলাদেশে আর যারা যারা আছে সব গুলারে জুতা পেটা করে অং সাং সুচীর দেশে পাঠিয়ে দেয়া উচিত হউক।,1
হালার পোয়া তোরে কয়জনে চুদে,1
তুইবালপাকনা,1
সালা বনডা হেরে পাইলে মার মোও,1
আমার তো তোমাকে গালার খুব ইচ্ছে করছে কারন তুমি একজন মুসলিম হয়ে তোমার মাথায় টুপি নাই আর ভিডিও বানাচ্ছো সারা দেশের মাঝে মুসলমানদেরকে নিশা দেখাচ্ছ হিন্দু মুসলিম সবাই তো ভিডিওটি দেখছে ত মুসলমানির তো বদনাম হচ্ছে শালা কুত্তা,1
তাহেরি ভন্ড ওই কুত্তার বাচ্ছারে পাইলে ওর মুখে জুতা মারবো হালার ভন্ড বেয়াদব।,1
এই নাস্তিক কুত্তার বাচ্চাদের আল্লাহ এমন শাস্তি দেওয়া হোক আর এই দুনিয়ায় এ কাজগুলো জনকে করতে সাহস না করে সবাই বলুন আমিন,1
জারছ ভন্দ,1
শালায় মাল খায়া টাল হয়া গেছে,1
দেওয়ানবাগী কে আমার কাছে পাঠিয়ে দাও ওকে আমি আমার হাগু খাওয়াবো।যাতে করে সালা আর মিথ্যা কথা বলতে না পারে।,1
কুততার বাচ্চা,1
খানকি মাগি তুইতো একটা বেশ্যা,1
ভন্ড দেওয়ানবাগীর মুখে কে কে মুতি দিতে চান আপনারা লাইক দেন।,1
ওই হালাই দারাইছে ওরে আমি পাইলে জুতা দিয়ে পিটাইতাম,1
খোদার কসোম এদেরকে পেল এতোটুকরো টুকরো করবো কুত্তা খেতে কনো ওসুবিধা হোবেনা,1
শালারে জুতা পিটা করা উচিত,1
ভিডিও অাপ এর সাথে ওলটা পালটা ক্যাপশন গুলো জানোয়ার এর বাচ্চারই দিতে পারে।,1
যেই মাগির বাচ্চাগুলো ডিজলাইক দিছে তারা দেওয়ান বাগি নামক খানকির পোলার মুরিদ।,1
তার মুস দেখ মাদার চুদ,1
তাহেরি কে জনি সিন্স এর মত কাজ দিতে হবে শালা ফালতু,1
আল্লা সত‍্য আল্লার কোনো শরিক নেই তুই তার চেয়ে বিগ্গানি না তোরে তোর মারে তোর মেয়ে রে এক সাথে চুদবো তোর বাপ তোর ছেলে দেখবে,1
তাহেরী সালা একটা ভন্ড তারে লাথি মেরে স্টেজ থেকে তাড়াবেন দেখবেন এই এলাকায় আর যাবে না।,1
নাস্তিকের বাচ্চা আমি তোরে পাইলে জুতা দিয়া পিটামু,1
কোরআনের ব্যবসা ভালই চলছে আপনারা মাহফিল করেন পরের গীবত করার জন্য আপনারা ইসলামের লোক না কারবালার পন্তরের এজিদের পা চাটা কুকুর।,1
কুত্তার বাচ্চার সাথে এক জন মুমিন বেক্তে,1
যারা মাজার কে খারাপ বলে তোরা হইলে জারজ সন্তান,1
এই চ্যানেল ঘুরে আসুন সব ভাল ভাল হুজুরের ওয়াজ ভন্ডের তালিকায় দেয়া। এই চ্যানেলের এডমিন ইহুদিদের দালাল নাস্তিকের বাচ্ছা,1
দেয়ান বাগের জন্ম দিয়েছে কুকুরে,1
ভন্ড দেওয়ান বগিক কুত্তারবাচ্চাকে জুতার বারি দেওয়া উচিত,1
শালার বেটা আগে ভাষা ঠিক কর।ব্যবহার শেখ বেয়াদব,1
জানোআরের বাচ্চা তোরা কী মরবিনা,1
এই শালিকে জুতা দিয়ে পিটাবো,1
আমার ইচ্ছা করে ওকে জবাই করে কুত্তাদিয়ে খাওয়াতে,1
তাহেরি টা গর্ধব গরু পশু জায়ওয়ান ও জানোওয়ার,1
কবির আর সামিরা কুকুরের পায়খানা,1
সালাকে জুতা পাটানো হোক,1
ওরে বেটা তুই কাফের,1
কুততার বাচ্চাদের ফাসি চাই,1
সোনসালা এসব খানকিদের ভিডিও ছাড়িসনা,1
শালা বেয়াদব,1
মাদার চোদ! কোথাকার ফুটেজ কোথায় লাগাইলি।,1
হালা তোর বাপ কে চাদে দেখছে শালা জারস সনতান,1
ওরে পাইলে কুত্তা দিয়া পুটকি মারাইতাম।,1
মাগির পুয়ারে জুতা মারা হোক।,1
এসব দেওয়ান বাগী খানকির পোলারে জুতা মারা উচিৎ।,1
আল্লাহ এই নাস্তিক কে ধ্বংশ করেদেন জানয়ারের বাচ্চা,1
শুয়োরের বাচ্চা,1
তর মারে চুদি,1
কিরে ফকিরন্নির পুত।তোর জন্মের ঠিক আছে।সালা হারামজাদা,1
ওটা তোর বাবার কুত্তার বাচ্চার তুরা আমার আল্লার কুরআনে উপোর চোটি রেখে ছিশ তোকে আমার আল্লাহ আগুনে পুরাবে আমি সেটায় চাই বন্ধর ওর ফাশি দেয়ে দাও আমার নবির কুরআনকে ছোটো করছে আল্লাহ জানো ওদের চোখ মুখ হাত কানা করে দাও সকল ভাই বোন বলেন আমিন,1
ঐ মাগীর পোলা আগে বয়ান শুন কি বলে,1
এই শালা নাস্তিক ভন্ড কে জুতা পেটা করে মহফিল থেকে বের দিয়ে জুতার মালা গলায় দেওয়া উচিত আমার বাড়ী সিলেটে মাজার এর শাহজালাল মাজার এর পাশে আমার নিজের চোখে দেখা মাজার এর পশ্চিম পাশে কয়েকটা ভন্ড লাল কাপড় পরে বসে থাকে গাঁজা নিয়ে ওরা খায় এবং বিক্রি ও করে আমি নিজেই দেখেছি এরকম আরও পাওয়া যায় শাহপরান মাজারের পাশেও এজন্য আমি হুজুরের কথায় একমত আছি,1
তরে থাপ্পড় দিয়ে টেস থেকে নামা হারামজাদা,1
দেওয়ানবাগীর জন্মের ঠিক নাই । এই দেওয়ানমাগী একটা মাদারচুত। যারা দিছে তারা সবটি মাদা ত । একটা লাইক দেওয়া মানে দেওয়নবাগীর পু কি দিয়ে ট্রেন ডুকানোর সমান।,1
মাদারসুদ রা মাজারি পূজা বলবি কেন? আল্লাহ ধর্ম উনাদের দ্বারাইতো প্রচার হয়ছে এবং আমরা ইসলাম ধর্ম পেয়েছি।,1
খবিশ মাজার পূজারী ইবলিশ শয়তান মুনাফিক রাবিশ বাস্টার্ড এই খবিশের মুখ দেখলে ঘৃনা করে,1
কুত্তার বাচ্চা ভন্ড।,1
ওই হালায় ভনড,1
ওই কুত্তার বাচ্চাদের লাথি মেরে চেয়ার থেকে ফেলে দেওয়া উচিত ওরা চেয়ারে বসার যোগ্য না,1
এই রকম বেপর্দা মাগী নাস্তিক এর অনুষ্ঠানে না যাওয়াই ভালো,1
অই বেড তুই এক নাম্বার বন্ড সালা।লেখা পডা কত টকু পডছো। বেডা আমেন হয়াগেছে হে,1
শালা ভন্ড এইদেওয়ান বাগিরে মাইরা লা,1
তাহেরি মাদা্রচোদ জোদি আমির হামযা কে নিয়া কিছু বলে তা হলে আর জিব্বা কেটে দিমু শালার,1
মিজানুর রহমান আযহারী খুব ভালো ব্যাক্তি ওনার কতা শুনলে কলিজা টা ঠান্ডা হয়ে যাই উনাকে জে কাফের বলে সে তো নাম্বার ওয়ান কুত্তা আর তাহিরি ত । নাম্বার বন্ড,1
মাদারচোদ তোর মারে কুত্তা দিয়ে চোদা দরকার খানকি মাগির পোলা।,1
তুই আলেম নামের জানুয়ার,1
বাংলাদেশের মানুষ এতই কি পোকা যার তার কথা বিশ্বাস করে ফেলে আরে ওখানে তো কোরআনের বাংলা অনুবাদ কি পাওয়া যায় না পড়ে দেখতে পারে না যতই মানুষ বিশ্বাস করবে তত এইসব ভন্ড লোকের আবির্ভাব ঘটবে শালা কুত্তার বাচ্চা এদেরকে কুত্তা কুত্তা কে অসম্মান করা হবে কারণ সেও আল্লাহর বানানো একটা জীব যে তার মালিককে ভয় পায় কিন্তু এত পায় না,1
হাচিনা ভারতের দালাল আর ওর অনুসারিরাও সবগুলা দালাল সালারা ইছলামিক দেস বাংলাদেশে কোনো মুরতি থাকতে দেয়াহবেনা এটাই ঠিক,1
তুই কুত্তা,1
তাহেরির কন্ঠ সুন্দর কিন্তু শালা যে চরম ভন্ড দেখলে থাপরাইতে ইচ্ছা করে,1
তদের মতন শিশু মাওলানার দরকারনাই শালা অলি আউলিয়ার দুশমনরা,1
সালা হারামির বাচ্চা তুই উজানির ময়দান ঝাড়ু দেয়ার জগ্যতাও তর হয় নাই ছাগল,1
জানুয়ার এরা,1
ঝা বেটা ।চুলের সুন্নত কি আরো আবাল কি বলে।। সালায় ফাওল একটা,1
কুত্তার বাইচারা,1
তাকে কুত্তা দিয়ে চুদানু দরকার,1
বাল পাকনারে আমার কাছে পাইলে দুইটা থাপর দিতাম,1
আল্লাহ অর উপর ঠাডা ফালাও কুত্তার বাচ্চা,1
খানকির পোলা সাহাবীরা চুল কামাইছেন,1
বন্দরের না দেখাইয়া যদি একটা কুত্তারা দেখাতেন খুশি হইতাম দেওয়ানবাগী হেল বন্দরের না দেখাইয়া একটা কুত্তার দেখাতেন তাও ভালো হতো,1
নুনুর গোড়ায় এখনো এক গোছা বাল উঠেনি চুদির্ভাই আরেকজনের পুটকি মারতে আসো। বান্দিরপুত মিনিটের ওয়াজে এক লাইন কোরানের আয়াত পাইলাম না। নিজের তো লেখাপড়া করিসই নি আবার ওয়াজ চুদাইতেছিস। মাগীরপুত তোর ফেসবুক লাগে কি জন্যরে?,1
খানকির বাচ্চা!!!! শরীয়া আর অসাম্প্রদায়িকতা কী আলাদা জিনিস নাস্তিক মাগির বাচ্চা।,1
তুই নিজেই ত বন্ড শালা,1
কুওার বাচ্চারে পাইলে জুতা দিয়া পিটাতাম সালা তোর দাড়ি আছেনি খানকির পুলা,1
বেয়াদবের বাচ্চাকে দেশ থেকে বের করা হোক মাদারচোদকে,1
খাজা বাবার ফুটকি বাইদি ডুকাইবো বরুয়া বাঁশ। আর তুই সুদাই রে খাজা বাবার লোক্।খাজা বাবা যে সে তার হিসাব দিয়া শেষ করতে পারেন নি তা দেখ।,1
সালা ভাই তোমার লম্বা চুলের দলিল কোথায় ?,1
দেওয়ানবাগীর মায়রে চুদি বোনরে চুদি ইন্ডিয়া জাইয়া,1
সালা মাদার চোদ,1
এদের বাপ না থাকায় জনম এরাজরোস সনত্মান,1
এই মাগি তোকে চুদেছে না কি তোর মা কে চুদেছে তায়েরি কুকুরের বাচ্চারা ইসলামকে নষ্ট করিস,1
জারজের বাচ্চারা তোরা নাস্তিক না তুমি তোরা ইসলাম বিদ্বেষী আমাদের কলিজার মধ্যে আগুন লাগিয়েছিস তোদের জন্য এখন থেকে হেদায়েতের দোয়া করব না তারপরও বলি আল্লাহ তাদের নসিবে রাখলে আলহামদুলিল্লাহ আর না রাখলে আল্লাহ যাতে তোদের বিচার এই দুনিয়াতে করে আখিরাতে করে দুনিয়ার সর্ব নিকৃষ্ট স্থান জাহান্নামে নিম্ন স্থানে তোদেরকে রাখে আল্লাহুম্মা আমীন। মাসুদ কোরআনকে অবমাননা করেছিস হৃদয়ের মধ্যে কোরআন ঘাট আছে প্রত্যেক কোরআনের হাফেজ এর মধ্যে কোরআন গাথা আছে আমার প্রিয় নবী মুহাম্মদ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম এর হৃদয়ের মধ্য গাঁথা ছিল তা থেকে কিভাবে ছিনিয়ে নিবি তুই ইসলাম আছে ছিল থাকবে যে তাকে ধ্বংস করতে চাইবে সে নিজেই ধ্বংস হবে ইনশাআল্লাহ।,1
সালা কুকুরের বাচ্চা তুই ভন্ড চুল ছোট করা হারাম তরে কে কইছে,1
ওয়াজ করবে ভাল কথা এই দল আর ওই দল কি?? ঔই হালার ফুত,1
বেশ্যার চোদা তাহেরি,1
নাস্তিক গুলাকে জুতা পিটানো হোক।,1
এই খানকির পোলা দেওয়ানবাগী কে যারা গু মেখে জুতা মারতে চান তারা একটা করে কমেন্ট করে জান প্লিজ,1
হালার পুতে পুরাই ভন্ড,1
তোর আহলে খবিসের বাচ্চা তুই কোন বালের দলে আছিস বল কানখির পুলা।।সব আলেমকে কোন মূখে ভন্ড বলছিস মাগির পুলা।।,1
জুতাদি পিটাও তাহেরিকে,1
এই শালা তর বয়স কতো????,1
খানকিমাগী তুই কি বুঝিস তুই এত কথা বলিস কেন তোর আজাইরা ভিডিও শুনতে আর ভালো লাগেনা মাগির গড়ের মাগী,1
মাদারী গাঁজা খোর মাগীখোর।,1
জুতামার সালারে কুত্তার বাচ্চা,1
কুকুরের মত ভাষা রাসুলের সুন্নত না কি ? বডি লেঙ্গুয়েজ পাগলা কুকুরের মতো কেন? বিধর্মীরা তোমাদের দেখলে হাসে বলে ইসলাম ধর্ম উন্মাদের পাগলের ধর্ম ?,1
শালারা জারাখুর টেইজেকেনভশে লেংটারপাগল,1
যারজ সন্তান এতিখানায় লেখাপড়া করে একটু বেশি যে মন তুই,1
ভন্ড পীর দেওয়ান বাগী কে আমি সপ্ননে দেখছি কিন্তু সকালে উঠে দেখি কাপুর ভিজা ? সালার গোয়া দিয়া গড়ম রট দিমু,1
আল্লামা মুমিনুল হক যেখানে বসে আছেন আমি যদি ওইখানে থাকতাম তাহলে ওইখানে দাড়িয়ে চারজন নাস্তিকের মুখের ওপরে সিরিয়ালে প্রস্রাব করতাম,1
নাস্তিকের বাচ্চা নাস্তিক চোরের বাচ্চা মুরগী চোর।,1
খবিস গরু ছাগল পিটানো দরকার,1
কুত্তার বাচ্চাদের ফাসি ফাশি চাই।,1
নাস্তিকের বাচ্চা গুলোর গোফ দেখেছেন ????,1
সালা তুই তো বড় শয়তান ভন্ড কোথার কুকুরের বাচ্ছা,1
শালা কটা বাইনচুদ,1
ওই খানকি মাগিও নাচতিক,1
প্লিজ প্লিজ প্লিজ কেউ দেওয়ান বাগীকে চুদে দিন যত কন্ডম লাগবে আমি আপনাদেরকে বিমানে করে পাঠিয়ে দিবো ।,1
ভাইয়া একে কুত্তা বললে কুত্তা ছোটো করা চরম অপমান ও হবে,1
কুরান ত্রকটা গুদের বই বালের ধর্ম,1
চালা ভড,1
ভন্ড তর মারে চুদি,1
তুমি একটা রাম ছাগাল কারণ তোমার কোন কোরআন হাদিসের শিক্ষা নাই তুমি অন্য আলেমের ভুল ধরছ আবার বললাম ছাগল।,1
চার কুত্তার বাচ্চা নাস্তিক গুলিই কে জুতাদিয়া বাড়িয়াইতে হবে লেংটাকরে।,1
মিজানুর রহমানের শয়তানের বাচ্চা ভন্ড ভন্ড,1
চুরের বাচ্চার মিথ্যা বলে ভিও বাড়াবি এই রকম কাজ করে যারা তাদের জন্মের ঠিক নাই,1
কুত্তা আর এক কুত্তি পুরাই পাগল হয়ে গেছে,1
কুত্তার বাচ্চারে ধইরা মাইরালা বাচ্চা সত্য কথা বলতো এই জন্য এই অবস্থা না হুজুর সাহেব সত্যি কথা বলছি,1
জানোয়ারের বাচ্চা কুত্তা নাস্তিক,1
টা কুকুরে বাচ্চা কুকুরে বাচ্চাকে জুতা মারবেন কেকে,1
সালা পেট ফাইট্টা মরবো৷ সালা যদি নবীদের আমলে জম্ম নেয় ৷তাহলে এই পেটুকের বয়স কত????? হায়রে মানুষ সত্য মিথ্যা কিছুই বোঝেনা৷,1
তারা চারজন জারজ সনতান তাই এসব কথা বলে আললাহর গজব নাজিল করন,1
কুকুর দেয়ান বাগি তার একটা ছেলে ও দেখেছি কুকু এর বাচ্চা তাদের কি করার দরকার পিটা মারার দরকার কুকুর আর বাচ্চা গুলু কুকুর আরো আছে তাহেরী,1
কুত্তার বাচ্চা ভন্ড তাহেরীর কতল করা উচিত এ মাল মুরতাদ হয়ে গেছে ইসলামের ক্ষতি করছে জেকের এই ভবে করে পাগল মাল,1
তাহেরি তরে পুটকি মারছে নাকি,1
সালিটা বড় নাস্তিক,1
চারটা ই নাস্তিক,1
দেখেন তুমারে কুত্তার বাচ্ছার মত দেওয়ান ছাগির বাচ্চা,1
খানকির পুত অগল,1
হের মার চুদ,1
নাস্তিক মাগির পলা গের পাইলে বুঝাই দিতাম,1
তুই বড় মাগির পুত,1
হালারে পাইলে গোয়ায় বাশ দিতাম,1
সালা তুই কুত্তা,1
এই নাস্তিক হলো ববুজাহেলরর বংশধর এই নাস্তিক হলফ বেজন্মা,1
তুই হলি কউমি ইবলিশ সয়তানের বাচ্চা,1
খানকির পোলা পুরো ওয়াজ দিয়া দেখা এই জায়গায় সবাই ভন্ড না,1
মিনিটে একটা খানকি মাগী ফোন দিছে উপস্থাপক মহিলারে দুচি,1
ছাগলের নাম্বার বাচ্চার মতো লাফালাফি করতেছে,1
বাই এইলুকটাকে আমি শপ্নে দেখছি কুত্তার বেশে আপনারাকি জানেন জানলে সবাইকে জানান,1
একদম স্পষ্ট বোঝা যাইতেছে হালায় জুতার লাসার দিয়া নেশা কইরা বইয়া আছে হেতে চোঁখ টাইন্না মেলতে পারতেছেনা নিজেরে কেমনে এত কিছু দাবি করে? যারা এই ভিডিওতে ডিসলাইক দিসে সব কয়ডা দেয়ান মাগীর মুজুরের কামলা খাটা দিন মুজুর।,1
মাগির বাসা কই আল্লাহর গজব পড়বে আল্লাহ বুঝার তৌফিক দিন,1
চুদব চুদব নটি তকে তাহেরি কে নিয়ে কথা বলার যোগ্যতা তদের হয় কি ভাবে নষ্ট নারি হুজুরের বউয়ের ছবিটা মোবাইল চুরি করে তবে হুজুরের নামে আইডি অপেন করে আপলোট করা হয়েছে,1
দুরু সালা মুরখের বাচচা। নবীজি তো হাজির নাজির ই তুই বুজিস কনো কিছু।,1
তর বারী কই তুই আমার নামাম্ব নেয় তর নাম কি কুতার বাচ্চা,1
তোরাতো নাস্তিক হুজুরকে কথাই বলতে দিচ্ছস না। কুকুরের বাচ্চারা।,1
বাঞ্চুতের বাচ্চারা,1
দেওয়ানবাগীকে যারা বিশ্বাস করে তারা কাফের অফ দেওয়ানবাগী কুত্তার বাচ্চা এতে কোন সন্দেহ নেই,1
এই শালা নাকি পির ওর সেন্ডেল আর জুতা পিটা করা উচিৎ,1
সালাই গাঁজা খাইছে,1
ইসলামিক আলোচনার মধ্যে পতিতা নারী এবং নাস্তিক পুরুষ ওরা কি করে আমি বুঝতে পারছি না,1
নাস্তিক দিয়ে দেশ বড়ে গেছে,1
।এই মাদার চুদের পুলা হুজুর দের পিছনে লাগা বাদ দে।তোকে মরার পরে রোষট করা হবে ।ভন্ড চোর চুদদ পুরুষ ।মাগির পোলাও নিজের দোষ বের করেক।এই সুযের বাচ্চা চোখে দেখিস না ঐ সব লোকদের যারা দুনীর্তি করছে ।ওদের পর্দা ফাঁস করেক।ওদের বিরুদ্ধে কথা বললে তোর ধোনের রগ ছিরবে মাগি ।,1
ভাই হালারা পাগল ছাগল ।,1
এ বাস করে কতগুল মূর্খ । যারা দেওয়ান বাগির অন্ধ ভক্ত সালা বাইঞ্ছদ নিজেকে দাবি করে ।নাউজবিল্লাহ । আল্লাহ্‌ আমাদের ক্ষমা করুন । আমাদের হেদায়েত দান করুন ।,1
বেশ করে বছরের মেয়েকে বিয়ে ছেলের বউকে বিয়ে যাকে লাগাই তার মেয়েকে বিয়ে ওর বাবা মরে যাবার বছর পর জন্ম আর কি বলার আছে শুয়োরের বাচ্ছা,1
সালা তো মুরগী চোর,1
বোকাচোদা হাফিজুর ভন্ড শয়তান । বাংলাদেশের সবচেয়ে বড় ভন্ড ।,1
দেওয়ান বাগীর পান্ডু পাঠাই পালাবো কুওার বাচ্ছা,1
এডমিনকে মনে হচ্ছে পাগল চোদা মাথায় কিছু নাই,1
আমি অই মাহফিলে থাকলে কুত্তার বাচ্ছাকে জুতা দিয়া পিডাইতে পিডাইতে অজ্ঞান করতাম।,1
দেওয়ান মাগী রেলি মাদারচোদ,1
তুইত নিজেই বন্ড তাহিরির মত আলেম কে খারাপ বলিশ হালার পু হালা,1
এই নাস্তিক দের মেরে ফেলা উচিত,1
কুত্তার বাচ্চা রা মদ খেয়ে লেগেছে,1
রাম ছাগল কি কই আচুদা তাহেরি,1
কুকুরদের মাঝে আপনার কোন মুল্য নাই।।এরা নাস্তিক কুততার বাচ্ছা,1
দেওয়ানবাগীর ভন্ড পীরের গালে গালে জুতা মারি ওই পণ্য রে পণ্য তার তো জন্ম ঠিক নেই সে তো নাস্তিক শালার ভন্ড তাহেরী জুতা মার শালারে গালে ইউর বাস্টার,1
দেওয়ানবাগীর ধনের চিপায় গরম গাজা ভরে দাও,1
সালারা টাকার চুদা দেশ ভালো হইবো কোথাথেকা টাকার কাছে সব বিকরি কইরা দিছে ইমান আমল খোদারেও,1
এবার তোর মারে না তোর চুদার দরকার খাননি মাঘি,1
এই নাসতিক গুলাতো পসুর কাতারে ও পরেনা এগুলা মানুস রুপে এই দুনিয়ায় কেনো আছে কুততার বাচচারা,1
এদের কে কুত্তা লীগ লায় দিয়ে মাথায় তুলছে,1
মুরগী নাস্তিক এর লক্ষ খোজে দালাল সব,1
নবীর চুল কাধ প্রর্যন্ত ছিলো কোন হাদিসে আছে রেফারেন্স দাও সালা ভন্ডের বাচ্চা!!,1
এদের বিশাল বড় ভোট ব্যাংক আছে।তাই কোন পলিটিকাল পার্টি আর প্রশাসন এদের ঘাটায় না।আর এই সুযোগেই এরা আমাদের অবোধ মানুষদের বোকাচোদা বানাইতেসে!,1
মাগি তুমি তোমার নিজের চিন্তা কর অন্যের গিবত বলা ঘুনার কাজ মাদার চুদ তুই একটা জারজ সন্তান মাগি,1
জুতা মার সালি আর দুই সালারে,1
নাস্তিক কুত্তার বাচ্চা গুলোকে কি যে করতে মন চাইতেছে। নাস্তিক গুলার ইসলামিক জ্ঞানের মারাত্বক স্বল্পতা রয়েছে।,1
শালা কথার ভুল ব্যাখ্যা করিস কেন?লা মাযহাবীর বাচ্ছারা!,1
সালারা কি বলে নিজেও বুজে না গাজা খুর সালা,1
সিদ্দিকি হুজুরকে ভন্ড বলার সাহস তোকে কে দিছে সালা কুলাংগার,1
শুয়োরের বাচ্চাদের জব কর,1
চারটাকেই জুতা মারা উচিৎ। নাস্তিক কোথাকার!,1
ছুতমারি খানকি নাস্তিকরা বোঝার আগে আগে কথা বলে। জানেনা ঠিকমতন কালিমা আর এ্যাডবান্স কথা বালার জন্য আগাইল।মামুনুল হক আপনি এই বেহায়া বে পর্দা উপস্তাপিকা মেয়ের সামনে অনুষ্টানে নাজাওয়াটা আপনার জন্য উত্তম ছিল।,1
মাদার চুদের বংসদর,1
মিজানুর রহমান আজহারি মত জাহেল কে জুতা মরা দরকার রাসুল সা কে নিরক্ষর বলেছেন আবু জাহেলের আপন ভাই শয়তান মিজানুর রহমান আল্লাহ ও রাসুলের শানে যারা বিয়াদবি করেছে আল্লাহ তাদের কে হেদায়ত করুন আমিন,1
ওরে আহালে সয়তান আফগানিস্তানে জন কুরআনের হাফেজ মারা গেলো আমেরিকার হামলায় তোদের কোনো প্রতিবাদ নাই চরমোনাইর পীরের নামে মিথ্যাচার করোছ তোদের কপালে জুতা মারি ইবলিশের বাচ্চারা,1
কুত্তার বাচ্ছা,1
এই খানকি মাগির পোলা তোর বাপের আর তোর কপালে জুতার বারি চুত মারানির পোলা ভালো হয়েজা না হলে জিহাদি জনতা তোদের কুকুরের মত পিটিয়ে মারবে।তোর বাপ ছিল ভন্ড মুনাফিক। তুই ও ভন্ডামি শুরু করেছিস।,1
আস্তাগপিরুল্লাহ নাউজুবিল্লাহ কি বল্ল এই নাস্তিক এর বাচ্চা,1
দিয়ে নিজেকে ভণ্ডদের ভক্ত প্রমাণ করার কি দরকার? শালারা ইসলামকে দংশো করে দিচ্ছে।,1
তুই চুর তর বাবা চুর। হালারপু হালা। মূর্খের গুষ্টি। বালা কতা কানেদা যাইবো তোর। বালের চেনেল খুইলা বসে রইছত। বিষ খাইয়া মর তুই।,1
গাদা তুই তোর বাপ নোমান কাসেমীরে চিনসনা ওলিপুরিরে চিনিস । পাগল ছাগলের দল,1
কুত্তার বাচ্ছা দেখ মানুষ কেমন কমেন্ট করছে শালার জারজ সন্তান ও নাস্তিকের দল,1
মাগির ফুলা,1
তারাই হক্কানি আলেম আর দেওয়ান বাগি হয়ছে ইবলিস শয়তানের বড়টা শালা বান্নদির বাচ্চা,1
খানকির পোলা তরমাইরে চুদি ওদেরকে বন্ড বলিস কেন,1
মুরগি চোর সাহরিয়া কোন চেটের বাল এখানে সব গুলা নাস্তিক একটা লোক ছারা,1
মামুনুল হক আপনাকে সালার নাস্তিকের বাচ্চারা।,1
ফেরাউন এর বংশধর সালা,1
আল্লাহ তোদের হেদায়েত করুন তবে আমি তুদের জুতাদিয়া পিটাইতে পিটাতে জিগ্গাশ করতাম তুদের সৃষ্টি করতা কে বল মাটির মুর্তী যে মর্তী মানুষ বানাছে তুরাতু ইবলিশ শয়তান আর এই মুসওলা তুর মুস ওক্তাওপরেদিকে টাইননা চিরতাম তাহলে তুর ভিতরে একটু চেতন আসবে জাহান্নাম কি জিনিশ আর লোপা তুর এতো সেক্স তুর লজ্জাস্তান দিয়া আগুন ওয়ালা ওততাপ্ত রট ডুকানো উচিত তবে সঠিক মজা পইবিএচারা তুর হবেনা,1
আমার মনে হয় তাহেরী তুকে প্রথম চুদেছে,1
তর জতা মারি কুততা দেওয়ানবাগি,1
এই ভন্ড মাদারচোদ নিচে দেখ তরে পুটকি মারতেছে জনগনে তর লজ্জা থাকলে কোন দিন মাইকের সামনে বসবেনা ওকে,1
দেয়ানবাগি কে কুত্তা দিয়ে খাওয়ানো উচিৎ।,1
জানোয়ারের বাচ্চারা,1
কুত্তার বাচ্চা তুই এতো বড় দাড়ি রাখলি কেন এইসব কাফের দের মানুষ জুতা দিয়ে পিটিয়ে মেরে ফেলুন,1
শালা ভন্ড আল্লাহকে নিয়ে গীত গাওয়া হচ্ছে নবীকে নিয়ে ডান্স করা হচ্ছে এরকম ভন্ডামি কোত্থেকে আসে পীর ছাড়া কেউ এরকম করতে পারে না,1
আমি আমির হামজা কে চুদি মু,1
মুরগি কবির অবসসই নাসতিক,1
খাটাশের বাচ্চা খাটাশ!,1
শালা কুকুরের বাচ্চা তুই জারদ সন্তান হারামি কারন গালি দিলে কবিরা গোনাহ তরে পাইলে জুতা পিটা করিব শালা মাজার পুজারী সুন্নী শয়তানের দল আর রেজবী মানি কাফেরের দল,1
তুই কি মাগী জান তোর বাব কে।,1
পাকনামি করো পাকনার বাচ্ছা কোন বাটপারা এসব কুলাংগার দের শ্ষেজে ওঠায়,1
মাশাল্লাহ তাহেরির মারে চুইদ্দা বসেন,1
কুলাংগার জারক ভন্ড শয়তান মাজার পুজারি তাহেরি কে জুতা মারি।,1
মাদারচোদ লোপা তরে পাইলে আমি কেলাইতম আর খেলাইতাম। তকে দেখে চুদার ইচ্ছা করে,1
শালা পগল কোরানের কোন কথা নাই,1
দেওয়া বাগি শালা কাফের। শালা একটা ভনড়ো ভনড়ো।।।।,1
দেখা যাক কতগুলা দেওয়ানমাগী ফ্যান ডিসলাইক চোদায়!,1
জুতা মারার জন্য কে কে আছেন লাইক হবে,1
সয়তানের বড় কাকা সালার পুতে,1
সব আবাল চোদা শ্রোতা,1
সালা তোই এতো বড় জানোয়ার ?? সালা তোর যে মরন কেমনে হবে??,1
ভন্ড শালারা এদের কে মেরে ফেলা উচিত।,1
বসেন বসেন বইসা যান তাহেরি তোর মার গুদ মার,1
মাদারের বাচ্চা তোরে পাইলে জুতাপিটা করুম।তোরা তো কেয়ামতের আলামত তোদের কারনেই আজ দেশের এই অবস্থা।,1
মুরগি মাগি ছায়া দালাল,1
খানকি মাগির বাচ্ছারা তগো গরম তেলে ফেলা উচিত,1
রে কুত্তা দিয়ে পুটকিমারা তাহলে ফেয়ার শুরু,1
এই৷ ৷ মাদারচুদের৷৷ জন৷ মানুষ,1
সালার বেটাকে জুতার বাড়ি মার,1
মুরগী চোরের বাচ্চা কে জুতার মারা হোক,1
